"","grain_screened","proof_on_ctd_ink","paper_type","ink_type","solvent_type","type_on_cylinder","press_type","press","unit_number","cylinder_size","paper_mill_location","plating_tank","proof_cut","viscosity","ink_temperature","humifity","roughness","blade_pressure","varnish_pct","press_speed","ink_pct","solvent_pct","ESA_Voltage","ESA_Amperage","wax","hardener","roller_durometer","current_density","anode_space_ratio","chrome_content","band_type"
"73","grain_screened_2","proof_on_ctd_ink_3","paper_type_4","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_3","821",2,"cylinder_size_4","paper_mill_location_3","1911",42,41,14,80,0.625,20,7.4,1750,53.2,39.4,0,0,2.1,0.9,35,5,96.97,3,"noband"
"177","grain_screened_3","proof_on_ctd_ink_3","paper_type_4","ink_type_3","solvent_type_3","type_on_cylinder_2","press_type_4","816",9,"cylinder_size_2","paper_mill_location_3","1910",50,50,14.5,84,0.25,24,20.7,1500,41.3,38,0,0,3,0.6,40,2,103.3,3,"band"
"361","grain_screened_2","proof_on_ctd_ink_3","paper_type_2","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_4","815",2,"cylinder_size_4","paper_mill_location_1","1910",40,43,17.2,78,0.9375,30.4830411049209,1,2180,58.3,40.7,2,0,2.4,0.8,33,5,96.77,3,"band"
"235","grain_screened_2","proof_on_ctd_ink_3","paper_type_2","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_3","824",2,"cylinder_size_4","paper_mill_location_1","1911",50,58,15.5,75,0.8125,24,0,2200,58.8,41.2,0,0,1.5,0.6,30,6,100,3,"noband"
"97","grain_screened_2","proof_on_ctd_ink_3","paper_type_2","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_3","824",9,"cylinder_size_4","paper_mill_location_1","1910",47,43,16,80,0.5625,30,9.1,2400,50.5,40.4,0,0,2.5,1.1,30,5,103.125,3,"noband"
"329","grain_screened_2","proof_on_ctd_ink_3","paper_type_2","ink_type_1","solvent_type_1","type_on_cylinder_1","press_type_3","827",9,"cylinder_size_4","paper_mill_location_2","1911",35,48,14.5,76,0.75,20,0,2225,62.5,37.5,4,0,2.7,1.2,33,5,106.25,1,"noband"
"213","grain_screened_2","proof_on_ctd_ink_3","paper_type_2","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_4","815",9,"cylinder_size_3","paper_mill_location_1","1910",30,58,15.9,81,0.625,30,0,2150,62.5,37.5,10,0,2.5,1,30,3,90,3,"noband"
"126","grain_screened_2","proof_on_ctd_ink_2","paper_type_2","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_3","824",9,"cylinder_size_4","paper_mill_location_1","1911",35,56,16,82,0.5625,28,5.6,2100,56.2,38.2,0,0,1.7,0.4,30,5,103.125,3,"noband"
"211","grain_screened_2","proof_on_ctd_ink_3","paper_type_2","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_2","813",6,"cylinder_size_2","paper_mill_location_4","1911",47,62,15,84,0.718061881069583,32.6629191906865,5.6,1802.55488682747,56.2,38.2,0,0,2.5,1,35,5,96.7,3,"noband"
"173","grain_screened_3","proof_on_ctd_ink_3","paper_type_4","ink_type_3","solvent_type_1","type_on_cylinder_2","press_type_4","816",2,"cylinder_size_2","paper_mill_location_1","1910",60,66,14.5,85,0.25,37.7129407531896,0,1666.56885418995,62.2,37.8,0,0,2.5,1,34,5,106.45,3,"band"
"272","grain_screened_3","proof_on_ctd_ink_3","paper_type_4","ink_type_3","solvent_type_1","type_on_cylinder_1","press_type_1","802",7,"cylinder_size_2","paper_mill_location_3","1910",60,53,14.7,70,0.75,50,20.2,1550,42,37.8,3,0,3,1,40,3,111.1,3,"noband"
"301","grain_screened_3","proof_on_ctd_ink_3","paper_type_4","ink_type_3","solvent_type_1","type_on_cylinder_1","press_type_3","821",2,"cylinder_size_4","paper_mill_location_3","1911",57,51,15.6,81,0.75,25,9.8,1850,49,41.2,0,0,2.7,0.6,34,1,100,3,"noband"
"309","grain_screened_2","proof_on_ctd_ink_3","paper_type_2","ink_type_1","solvent_type_1","type_on_cylinder_1","press_type_4","815",1,"cylinder_size_3","paper_mill_location_1","1910",35,56,15,70,1,33,0,2350,65.2,34.8,0,0,2.5,1,30,5,93.75,1,"band"
"418","grain_screened_2","proof_on_ctd_ink_3","paper_type_2","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_4","816",2,"cylinder_size_3","paper_mill_location_1","1910",37,42,16,70,0.375,28,0,2400,58.8,41.2,3,0,3,0.8,30,5,106.45,3,"band"
"231","grain_screened_3","proof_on_ctd_ink_3","paper_type_4","ink_type_3","solvent_type_1","type_on_cylinder_2","press_type_4","815",2,"cylinder_size_2","paper_mill_location_3","1910",65,49,13.5,82,0.625,30,0,1350,68.2,31.8,1,0,2.5,1,38,4,103.2,3,"band"
"365","grain_screened_2","proof_on_ctd_ink_3","paper_type_4","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_4","816",9,"cylinder_size_4","paper_mill_location_3","1910",40,43,16.4,79,0.3125,35,0.5,2400,59.5,40,0,0,2.6,1.1,35,5,96.77,3,"noband"
"474","grain_screened_3","proof_on_ctd_ink_3","paper_type_4","ink_type_3","solvent_type_1","type_on_cylinder_2","press_type_1","802",7,"cylinder_size_3","paper_mill_location_3","1911",47,58,13.1,70,0.67756008678693,55,10,1660,50,40,0,0,2.9,1,34,5,96.88,3,"band"
"349","grain_screened_2","proof_on_ctd_ink_2","paper_type_2","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_3","824",2,"cylinder_size_4","paper_mill_location_1","1911",30,54,16.3,80,0.8125,30,0,2100,60,40,3,0,2.5,1.2,30,5,114.29,3,"noband"
"452","grain_screened_2","proof_on_ctd_ink_3","paper_type_2","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_3","828",2,"cylinder_size_4","paper_mill_location_1","1910",35,59,16.1,82,0.754776532299538,28,0,2500,58.8,41.2,0,0,2.5,1.3,30,5,100,3,"noband"
"279","grain_screened_2","proof_on_ctd_ink_3","paper_type_2","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_3","828",2,"cylinder_size_4","paper_mill_location_1","1910",30,50,15.6,84,1,26.7945656753521,0,2400,58.8,41.2,4,0,2.5,0.9,33,3,96.8,3,"noband"
"112","grain_screened_2","proof_on_ctd_ink_2","paper_type_2","ink_type_1","solvent_type_1","type_on_cylinder_1","press_type_3","824",2,"cylinder_size_4","paper_mill_location_1","1910",47,67,16,74,0.8125,38,0,1900,58.8,41.2,2,0,2.5,1.1,33,5,103.125,3,"noband"
"106","grain_screened_3","proof_on_ctd_ink_3","paper_type_2","ink_type_1","solvent_type_1","type_on_cylinder_1","press_type_2","813",9,"cylinder_size_2","paper_mill_location_3","1910",55,55,16.3,100,1,37.3843119046631,0,1650,58.8,41.2,0,0,2.62603151520197,0.983416047992713,40,5,106.66,3,"band"
"390","grain_screened_2","proof_on_ctd_ink_3","paper_type_4","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_3","827",9,"cylinder_size_3","paper_mill_location_3","1911",45,42,14,75,1,20,0,1800,58.9,41.1,8,0,3,2,35,5,100,3,"noband"
"454","grain_screened_2","proof_on_ctd_ink_3","paper_type_2","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_4","816",2,"cylinder_size_3","paper_mill_location_1","1911",42,47,16.2,78,0.75,30,0,2100,56.2,43.8,0,0,2.5,1.2,33,5,110,3,"band"
"153","grain_screened_2","proof_on_ctd_ink_3","paper_type_4","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_4","815",9,"cylinder_size_4","paper_mill_location_4","1911",35,68,15.1,90,0.875,30,6,1500,59.5,34.5,1,0,2.5,1,35,5,106.89,3,"band"
"101","grain_screened_2","proof_on_ctd_ink_3","paper_type_4","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_3","827",9,"cylinder_size_3","paper_mill_location_1","1911",37,43,14,80,1.25,20,6.25,2011.74985659166,52.1,41.7,0,0,3,1.5,33,5,106.66,3,"noband"
"254","grain_screened_3","proof_on_ctd_ink_3","paper_type_4","ink_type_3","solvent_type_1","type_on_cylinder_1","press_type_1","802",7,"cylinder_size_2","paper_mill_location_3","1910",57,53,14.5,70,0.625,58,20.2,1600,42,37.8,3,0,3,1,40,3,105.2,3,"noband"
"159","grain_screened_2","proof_on_ctd_ink_3","paper_type_2","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_3","827",2,"cylinder_size_4","paper_mill_location_1","1910",45,69,15.6,72,0.75,21,5.6,2426,55.6,38.9,0,0,2.85,1.1,30,5,103.22,3,"noband"
"523","grain_screened_3","proof_on_ctd_ink_3","paper_type_4","ink_type_3","solvent_type_1","type_on_cylinder_2","press_type_1","816",2,"cylinder_size_4","paper_mill_location_3","1911",47.6294206041398,50.8545448707248,15,80,0.5,30,8.07988177284584,2020,53.9860097982392,38.0240998149947,0.972646328630662,0.0615871035997661,2.9,0.5,36.769371819409,5,110.3,3,"band"
"154","grain_screened_2","proof_on_ctd_ink_3","paper_type_2","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_4","816",2,"cylinder_size_4","paper_mill_location_1","1910",40.2859223613379,56,16.02,84,0.25,30,5.3,2244,52.6,42.1,5,0,3,0.8,30,5,110,3,"noband"
"4","grain_screened_2","proof_on_ctd_ink_3","paper_type_4","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_4","816",2,"cylinder_size_4","paper_mill_location_1","1910",50,46,17,80,0.75,30,0,2100,57.5,42.5,5,0,2.3,0.6,35,5,106.67,3,"noband"
"325","grain_screened_3","proof_on_ctd_ink_3","paper_type_4","ink_type_3","solvent_type_1","type_on_cylinder_1","press_type_3","821",7,"cylinder_size_4","paper_mill_location_3","1910",55,50,17,89,1,22,10.4,1650,52.1,37.5,0,0,2.5,1.1,34,5,93.55,1,"band"
"271","grain_screened_3","proof_on_ctd_ink_3","paper_type_4","ink_type_3","solvent_type_1","type_on_cylinder_2","press_type_4","816",9,"cylinder_size_2","paper_mill_location_3","1910",55,54,15.8,79,0.5,30,12.4,1500,51.5,36.1,0,0,3,0.5,32,3,93.3,3,"noband"
"428","grain_screened_3","proof_on_ctd_ink_3","paper_type_4","ink_type_3","solvent_type_1","type_on_cylinder_2","press_type_4","815",2,"cylinder_size_2","paper_mill_location_3","1910",40,41,15.5,76,0.75,28,3.6,1750,60.2,36.1,4,0,3,1,40,5,117.85,3,"noband"
"287","grain_screened_2","proof_on_ctd_ink_3","paper_type_2","ink_type_1","solvent_type_1","type_on_cylinder_1","press_type_3","821",7,"cylinder_size_4","paper_mill_location_1","1910",30,54,15.8,68,0.75,25,6.4,2000,53.2,40.4,4,0,2.3,0.8,35,3,106.9,3,"noband"
"500","grain_screened_2","proof_on_ctd_ink_3","paper_type_4","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_3","821",7,"cylinder_size_3","paper_mill_location_3","1910",50,66,14.8,80,0.625,30,6.59105252921923,1840,55.0731786301023,38.3752905076207,1.43069609778763,0.0417470245903712,2.5,1,34.7567583195943,5,100,3,"band"
"54","grain_screened_2","proof_on_ctd_ink_3","paper_type_2","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_4","815",9,"cylinder_size_3","paper_mill_location_1","1911",40,35,18,85,0.625,30,0,2000,62.5,37.5,0,0,2.5,0.9,30,5,103.125,3,"noband"
"330","grain_screened_2","proof_on_ctd_ink_3","paper_type_2","ink_type_1","solvent_type_1","type_on_cylinder_1","press_type_3","827",2,"cylinder_size_4","paper_mill_location_2","1911",35,48,14.5,74,0.75,20,0,2225,62.5,37.5,4,0,2,1.2,33,5,106.25,1,"noband"
"237","grain_screened_2","proof_on_ctd_ink_3","paper_type_2","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_3","827",9,"cylinder_size_4","paper_mill_location_1","1911",40,47,15,75,0.75,25,0,2100,61.1,38.9,0,0,2.4,1.1,33,5,96.9,3,"noband"
"251","grain_screened_3","proof_on_ctd_ink_3","paper_type_2","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_2","813",9,"cylinder_size_2","paper_mill_location_3","1911",55,56,15,93,0.75,37.1818023574146,0,1250,62.5,37.5,0,0,2.5,1,40,5,96.8,3,"noband"
"338","grain_screened_2","proof_on_ctd_ink_3","paper_type_4","ink_type_3","solvent_type_1","type_on_cylinder_2","press_type_4","815",2,"cylinder_size_4","paper_mill_location_2","1911",47,58,14,85,0.75,28,16.5,1800,48.5,35,0,0,2.5,0.5,35,5,114.3,3,"band"
"485","grain_screened_2","proof_on_ctd_ink_3","paper_type_4","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_4","815",2,"cylinder_size_4","paper_mill_location_1","1910",30,50,16.1,79,0.625,25,1.94752766399791,1400,58.4670001782861,39.5146897888824,1.40545344622525,-2.04484913068556e-05,2.5,1,33.4245213924686,5,106,3,"band"
"435","grain_screened_2","proof_on_ctd_ink_3","paper_type_4","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_4","816",9,"cylinder_size_4","paper_mill_location_1","1910",40,58,15,80,0.1875,32.4243087696456,3.2,2000,53.8,43,0,0,2.5,1,35,5,103.125,3,"noband"
"136","grain_screened_2","proof_on_ctd_ink_3","paper_type_2","ink_type_1","solvent_type_1","type_on_cylinder_1","press_type_4","816",9,"cylinder_size_4","paper_mill_location_1","1910",40,56,16.5,79,0.5,28,0,2300,60.2,39.8,0,0,2.5,1.5,30,5,106.45,3,"band"
"225","grain_screened_3","proof_on_ctd_ink_3","paper_type_4","ink_type_3","solvent_type_1","type_on_cylinder_1","press_type_4","815",9,"cylinder_size_2","paper_mill_location_3","1910",57,55,14,86,0.75,30,13,1700,50,37,0,0,2.9,0.9,34,3,100,3,"noband"
"47","grain_screened_2","proof_on_ctd_ink_3","paper_type_2","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_3","821",2,"cylinder_size_4","paper_mill_location_1","1911",25,38,13,75,0.625,25,0,1600,57.5,42.5,0,0,2.5,0.85,30,5,103.12,3,"noband"
"76","grain_screened_3","proof_on_ctd_ink_3","paper_type_4","ink_type_3","solvent_type_1","type_on_cylinder_2","press_type_2","813",5,"cylinder_size_2","paper_mill_location_3","1910",52,45,16,68,0.75,35.7072353709416,0,1600,58.8,41.2,4,0,2.3,0.8,40,5,109.67,3,"noband"
"82","grain_screened_2","proof_on_ctd_ink_3","paper_type_4","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_3","827",2,"cylinder_size_4","paper_mill_location_1","1910",40,43,16.5,72,0.625,20,9.1,2000,56.8,34.1,4,0,2.5,0.5,35,5,103.22,3,"noband"
"183","grain_screened_3","proof_on_ctd_ink_3","paper_type_4","ink_type_3","solvent_type_1","type_on_cylinder_2","press_type_1","802",7,"cylinder_size_2","paper_mill_location_3","1911",55,54,15,70,0.625,60,3.4,1600,56.8,39.8,0,0,1,0.4,45,5,103.3,3,"noband"
"366","grain_screened_2","proof_on_ctd_ink_3","paper_type_4","ink_type_1","solvent_type_1","type_on_cylinder_1","press_type_4","816",9,"cylinder_size_4","paper_mill_location_3","1910",40,51,15,70,0.25,24,0.5,0,59.5,40,0,0,3,1,35,5,100,3,"band"
"406","grain_screened_3","proof_on_ctd_ink_3","paper_type_4","ink_type_3","solvent_type_1","type_on_cylinder_2","press_type_4","815",9,"cylinder_size_2","paper_mill_location_1","1911",45,60,16,88,0.75,33,0,1500,56.8,43.2,0,0,2.9,1.1,40,5,103.22,3,"band"
"195","grain_screened_2","proof_on_ctd_ink_3","paper_type_4","ink_type_1","solvent_type_1","type_on_cylinder_1","press_type_3","827",9,"cylinder_size_4","paper_mill_location_1","1910",40,48,15,82,1,35,0,1720,59.3,40.7,0,0,1.5,1.5,32,2,100,3,"noband"
"256","grain_screened_3","proof_on_ctd_ink_3","paper_type_4","ink_type_3","solvent_type_1","type_on_cylinder_1","press_type_1","802",2,"cylinder_size_2","paper_mill_location_3","1910",65,61,14.8,80,0.375,45,19.5,1660,42.4,38.1,0,0,3,1,32,3,105.2,3,"noband"
"167","grain_screened_3","proof_on_ctd_ink_3","paper_type_4","ink_type_3","solvent_type_1","type_on_cylinder_2","press_type_2","813",1,"cylinder_size_2","paper_mill_location_3","1910",50,66,16,87,1,36.589417390601,11.1,1530,55.6,33.3,0,0,2.5,1,34,5,100,3,"band"
"464","grain_screened_2","proof_on_ctd_ink_3","paper_type_2","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_4","816",9,"cylinder_size_3","paper_mill_location_1","1911",42,52,16,82,0.75,30,0,2150,58.8,41.2,0,0,2.5,1,33,5,110,3,"band"
"491","grain_screened_2","proof_on_ctd_ink_3","paper_type_2","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_3","821",2,"cylinder_size_4","paper_mill_location_1","1910",35,48,16,72,0.75,20,5.67925077726625,1650,55.7384961656716,38.5831807650968,1.94839840962055,0.0263153687286326,1.5,1.1,32.7174714710814,5,83.33,3,"band"
"469","grain_screened_2","proof_on_ctd_ink_2","paper_type_2","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_4","816",2,"cylinder_size_2","paper_mill_location_1","1910",40,38,16.5,85,0.625,30,4.3,1900,53.2,42.5,0,0,3,1,30,5,103.13,3,"band"
"343","grain_screened_3","proof_on_ctd_ink_3","paper_type_4","ink_type_3","solvent_type_3","type_on_cylinder_2","press_type_1","802",7,"cylinder_size_2","paper_mill_location_2","1911",60,46,15.0549826206757,80,0.625,50,12.4,1391,51.5,36.1,2,0,2.7,1,38,5,114.29,3,"noband"
"405","grain_screened_3","proof_on_ctd_ink_3","paper_type_4","ink_type_3","solvent_type_1","type_on_cylinder_2","press_type_3","821",7,"cylinder_size_4","paper_mill_location_3","1910",67,50,16.5,73,0.875,20,18.1,1800,47.6,34.3,0,0,2.5,0.8,34,5,110.71,3,"band"
"19","grain_screened_3","proof_on_ctd_ink_3","paper_type_4","ink_type_3","solvent_type_1","type_on_cylinder_2","press_type_2","813",1,"cylinder_size_2","paper_mill_location_1","1911",60,38,16.5,66,0.75,32.7573074859569,6.7,1400,56.2,37.1,0,0,1.1,1.4,32,5,103.22,3,"noband"
"359","grain_screened_2","proof_on_ctd_ink_3","paper_type_2","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_4","816",9,"cylinder_size_4","paper_mill_location_1","1910",35,42,15.9,78,0.375,32,0,2150,62.5,37.5,0,0,1.7,0.9,30,5,101.67,3,"band"
"535","grain_screened_2","proof_on_ctd_ink_3","paper_type_3","ink_type_3","solvent_type_1","type_on_cylinder_2","press_type_3","827",9,"cylinder_size_4","paper_mill_location_3","1910",45.5455254474821,52,18,82,1,25,10.1606947995779,1880,52.4634877372254,37.4886667905148,1.80400865872336,0.0689593817848585,1,1,34.5771709494263,5,112.5,3,"band"
"348","grain_screened_2","proof_on_ctd_ink_3","paper_type_2","ink_type_1","solvent_type_1","type_on_cylinder_1","press_type_3","827",9,"cylinder_size_4","paper_mill_location_1","1911",30,53,15,80,0.75,30,15,2290,50,35,0,0,2.5,1,33,5,110.7,3,"noband"
"163","grain_screened_3","proof_on_ctd_ink_3","paper_type_4","ink_type_3","solvent_type_1","type_on_cylinder_1","press_type_4","816",9,"cylinder_size_2","paper_mill_location_3","1910",45,65,16.3,78,0.75,32,3.4,1700,56.8,39.8,4,0,2.5,1,34,5,106.45,3,"band"
"51","grain_screened_3","proof_on_ctd_ink_3","paper_type_4","ink_type_3","solvent_type_1","type_on_cylinder_2","press_type_3","827",2,"cylinder_size_4","paper_mill_location_3","1911",47,41,16.5,72,0.75,20,14.1,1300,50.5,35.4,4,0,2.5,1,50,5,96.97,3,"band"
"363","grain_screened_3","proof_on_ctd_ink_3","paper_type_4","ink_type_3","solvent_type_1","type_on_cylinder_1","press_type_3","821",7,"cylinder_size_4","paper_mill_location_3","1911",50,42,17,73,0.4375,20,18.5,1800,46.3,35.1,2,0,2.5,1,34,5,100,3,"band"
"21","grain_screened_2","proof_on_ctd_ink_3","paper_type_2","ink_type_1","solvent_type_2","type_on_cylinder_2","press_type_3","824",9,"cylinder_size_4","paper_mill_location_1","1911",40,45,15,76,0.8125,30,0,2400,62.5,37.5,0,0,1,1,30,5,107.4,3,"noband"
"176","grain_screened_3","proof_on_ctd_ink_3","paper_type_4","ink_type_3","solvent_type_1","type_on_cylinder_2","press_type_4","816",9,"cylinder_size_2","paper_mill_location_3","1910",47,63,16.4,84,0.5,27,20.7,1800,41.3,38,5,0,2.6,0.3,40,2,96.7,3,"band"
"41","grain_screened_2","proof_on_ctd_ink_3","paper_type_2","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_2","813",1,"cylinder_size_2","paper_mill_location_3","1911",30,42,15.4,64,0.875,32.3650773824673,0,1425,61.7,38.3,0,0,1,1.3,34,5,107.4,3,"noband"
"314","grain_screened_3","proof_on_ctd_ink_3","paper_type_4","ink_type_3","solvent_type_1","type_on_cylinder_1","press_type_1","802",2,"cylinder_size_2","paper_mill_location_3","1910",60,50,14.5,60,0.75,40,19,1650,47.6,33.3,0,0,2.5,1,40,5,103.3,3,"noband"
"83","grain_screened_2","proof_on_ctd_ink_3","paper_type_4","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_3","827",9,"cylinder_size_4","paper_mill_location_1","1910",40,43,16.1,70,0.625,20,11.1,2000,55.6,33.3,4,0,1.8,0.9,35,5,103.22,3,"noband"
"10","grain_screened_3","proof_on_ctd_ink_3","paper_type_4","ink_type_3","solvent_type_1","type_on_cylinder_2","press_type_4","815",9,"cylinder_size_2","paper_mill_location_3","1910",65,43,16,68,0.75,30,15.5,1750,48.5,35.9,0,0,3,1,38,5,106.6,3,"noband"
"461","grain_screened_2","proof_on_ctd_ink_3","paper_type_4","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_4","815",2,"cylinder_size_2","paper_mill_location_1","1910",40,69,14.5,76,0.625,22,0,1250,58.8,41.2,1,0,2.5,1,35,5,100,3,"band"
"436","grain_screened_2","proof_on_ctd_ink_3","paper_type_4","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_4","816",2,"cylinder_size_2","paper_mill_location_3","1911",47,65,15.7,87,0.25,35.2304267744608,5.6,1725,55.6,38.9,3,0,3,0.85,34,5,103.125,3,"noband"
"451","grain_screened_2","proof_on_ctd_ink_3","paper_type_2","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_3","824",2,"cylinder_size_4","paper_mill_location_1","1911",40,59,16.4,85,0.8125,30,0,1900,58.8,41.2,10,0,2,0.8,30,5,96.88,3,"noband"
"364","grain_screened_3","proof_on_ctd_ink_3","paper_type_4","ink_type_3","solvent_type_1","type_on_cylinder_2","press_type_1","802",2,"cylinder_size_2","paper_mill_location_1","1910",40,43,13.5,76,0.75,52,4.4,1726,55,40.6,0,0,3,1,40,5,96.77,3,"noband"
"193","grain_screened_2","proof_on_ctd_ink_3","paper_type_2","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_4","816",2,"cylinder_size_3","paper_mill_location_1","1911",52,54,14.6,82,0.733348488965843,32,10.5,2400,52.6,36.8,0,0,2.5,0.5,30,5,100,3,"noband"
"426","grain_screened_2","proof_on_ctd_ink_3","paper_type_2","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_3","828",9,"cylinder_size_4","paper_mill_location_1","1910",50,41,15.7,80,1,43,0,1800,62.5,37.5,1,0,2.5,1.5,30,5,106.45,3,"noband"
"401","grain_screened_3","proof_on_ctd_ink_3","paper_type_4","ink_type_3","solvent_type_1","type_on_cylinder_2","press_type_3","821",7,"cylinder_size_4","paper_mill_location_3","1910",40,42,15.5,64,0.625,20,10.5,1550,52.6,36.9,0,0,2,0.6,40,5,106.25,3,"noband"
"197","grain_screened_3","proof_on_ctd_ink_3","paper_type_4","ink_type_3","solvent_type_1","type_on_cylinder_1","press_type_1","802",7,"cylinder_size_2","paper_mill_location_3","1910",50,52,14,80,0.75,60,4.4,1700,54.9,40.7,0,0,2.5,1,40,2,100,3,"band"
"248","grain_screened_2","proof_on_ctd_ink_3","paper_type_2","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_3","824",9,"cylinder_size_4","paper_mill_location_1","1911",30,56,14.7,87,0.875,20,0,2150,58.8,41.2,12,0,1.5,0.6,30,5,96.8,3,"noband"
"199","grain_screened_2","proof_on_ctd_ink_3","paper_type_2","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_2","813",10,"cylinder_size_2","paper_mill_location_3","1910",40,54,14.42,87,1,35.6120705843807,4.5,1700,56.2,39.3,0,0,2.5,1,40,2,96.8,3,"noband"
"420","grain_screened_2","proof_on_ctd_ink_3","paper_type_2","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_4","816",9,"cylinder_size_3","paper_mill_location_1","1910",37,40,14,80,0.25,24,0,2400,58.8,41.2,2,0,2.5,0.8,30,5,106.45,3,"noband"
"249","grain_screened_2","proof_on_ctd_ink_3","paper_type_2","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_3","824",2,"cylinder_size_4","paper_mill_location_1","1910",40,56,15.3,86,0.8125,32,0,2150,58.8,41.2,12,0,2.2,0.8,30,3,100,3,"noband"
"291","grain_screened_2","proof_on_ctd_ink_3","paper_type_2","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_4","816",9,"cylinder_size_3","paper_mill_location_1","1910",45,54,18,90,0.5,26,8.3,1875,52.1,39.6,0,0,3,1,33,3,106.9,3,"noband"
"493","grain_screened_2","proof_on_ctd_ink_3","paper_type_2","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_3","824",10,"cylinder_size_4","paper_mill_location_1","1911",40,52,13.5,85,0.75,30,3.85647595312153,1900,57.0702262190658,39.0234141980485,2.17034843669455,0.00671249620040842,0,0,31.4059059199561,5,94.4,3,"band"
"32","grain_screened_3","proof_on_ctd_ink_3","paper_type_4","ink_type_3","solvent_type_1","type_on_cylinder_2","press_type_3","821",2,"cylinder_size_4","paper_mill_location_3","1911",45,44,14.1,78,0.625,22,7.6,1510,54.3,38,0,0,2.5,0.7,34,5,114.28,3,"noband"
"39","grain_screened_2","proof_on_ctd_ink_3","paper_type_4","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_4","815",9,"cylinder_size_2","paper_mill_location_3","1911",37,44,15,85,0.75,34,0,1400,62.5,37.5,0,0,2.8,1,28,5,103.12,3,"noband"
"9","grain_screened_3","proof_on_ctd_ink_3","paper_type_4","ink_type_3","solvent_type_1","type_on_cylinder_2","press_type_4","815",2,"cylinder_size_2","paper_mill_location_3","1911",65,43,16,75,1,32,22.7,1750,45.5,31.8,0,0,3,1,38,5,106.66,3,"noband"
"398","grain_screened_3","proof_on_ctd_ink_3","paper_type_4","ink_type_2","solvent_type_1","type_on_cylinder_2","press_type_4","815",2,"cylinder_size_2","paper_mill_location_3","1910",45,43,20,84,0.625,33,6.11120135644457,1200,55.4254917714676,38.5162803234699,0,0,2.5,0.5,40,5,106.25,3,"band"
"124","grain_screened_3","proof_on_ctd_ink_3","paper_type_4","ink_type_3","solvent_type_1","type_on_cylinder_2","press_type_1","802",2,"cylinder_size_2","paper_mill_location_3","1910",50,50,15.7,90,0.75,50,0,1420,62.5,37.5,0,0,3,1.35,40,5,106.45,3,"noband"
"264","grain_screened_2","proof_on_ctd_ink_3","paper_type_2","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_3","827",2,"cylinder_size_4","paper_mill_location_1","1911",40,54,15,78,0.75,20,0,2500,61.1,38.9,0,0,2.5,0.7,30,5,100,3,"noband"
"262","grain_screened_2","proof_on_ctd_ink_3","paper_type_2","ink_type_1","solvent_type_1","type_on_cylinder_2","press_type_3","827",9,"cylinder_size_3","paper_mill_location_1","1910",32,54,15.5,78,1,25,0,1900,58.8,41.2,10,0,1.4,0.8,30,3,103.2,3,"noband"
